,idMonitoringOrdersAlarm,createdOn_x,idWorkOrder,latitude,longitude,IdCondition,Status,EventName,Unnamed: 0,idCompany,idStatus,createdOn_y,updatedOn,idDriver,idVehicle,idTypeTrip,idTypeOperation,transporter,currentLocation,totalArrivalTime,totalDistance,arrivalDistance,arrivalTime,updateTravelOn,tripNumber,businessName,typeCompanie,idCity,idCompanyParent,city_name,city_lon,city_lat,codeCity_mod,status_name,type_trip_name,operation_type_description,transporter_name,month
1130152,59160728,2020-08-13 08:59:18,280234,4.52609,-74.12628000000001,0,0,Excesos de velocidad,45894,47618,22.0,2020-08-12 17:02:47.010,2020-08-13 17:51:06.2,67427.0,99206.0,3.0,1410,78545.0,"40, 500007 Villavicencio, Colombia",6290.0,33362.0,146685.0,330.0,2020-08-13 17:49:51.0,CEB0361223,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Jorge Octavio Ramirez,8
1130153,59167446,2020-08-13 09:21:29,280234,4.61027,-74.14105,0,0,Excesos de velocidad,45894,47618,22.0,2020-08-12 17:02:47.010,2020-08-13 17:51:06.2,67427.0,99206.0,3.0,1410,78545.0,"40, 500007 Villavicencio, Colombia",6290.0,33362.0,146685.0,330.0,2020-08-13 17:49:51.0,CEB0361223,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Jorge Octavio Ramirez,8
1130154,59162284,2020-08-13 09:04:40,280234,4.54673,-74.13669,0,0,Excesos de velocidad,45894,47618,22.0,2020-08-12 17:02:47.010,2020-08-13 17:51:06.2,67427.0,99206.0,3.0,1410,78545.0,"40, 500007 Villavicencio, Colombia",6290.0,33362.0,146685.0,330.0,2020-08-13 17:49:51.0,CEB0361223,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Jorge Octavio Ramirez,8
1130155,59165436,2020-08-13 09:15:18,280234,4.58769,-74.14453,0,0,Excesos de velocidad,45894,47618,22.0,2020-08-12 17:02:47.010,2020-08-13 17:51:06.2,67427.0,99206.0,3.0,1410,78545.0,"40, 500007 Villavicencio, Colombia",6290.0,33362.0,146685.0,330.0,2020-08-13 17:49:51.0,CEB0361223,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Jorge Octavio Ramirez,8
1130156,59159076,2020-08-13 08:54:04,280234,4.45262,-74.07341,0,0,Excesos de velocidad,45894,47618,22.0,2020-08-12 17:02:47.010,2020-08-13 17:51:06.2,67427.0,99206.0,3.0,1410,78545.0,"40, 500007 Villavicencio, Colombia",6290.0,33362.0,146685.0,330.0,2020-08-13 17:49:51.0,CEB0361223,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Jorge Octavio Ramirez,8
1130157,59170908,2020-08-13 09:32:42,280234,4.62954,-74.13772,0,0,Excesos de velocidad,45894,47618,22.0,2020-08-12 17:02:47.010,2020-08-13 17:51:06.2,67427.0,99206.0,3.0,1410,78545.0,"40, 500007 Villavicencio, Colombia",6290.0,33362.0,146685.0,330.0,2020-08-13 17:49:51.0,CEB0361223,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Jorge Octavio Ramirez,8
1130158,59161455,2020-08-13 09:01:46,280069,5.13903,-73.90003,0,0,Excesos de velocidad,39432,46372,22.0,2020-08-12 12:03:34.497,2020-08-18 20:41:07.213,59442.0,97426.0,4.0,1489,47189.0,"40, 733508 Coello, Colombia",74601.0,661843.0,674175.0,1250.0,2020-08-18 20:19:06.0,010000119001,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,CARBON,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130159,59174015,2020-08-13 09:44:20,280069,5.13866,-73.90019000000001,0,0,Excesos de velocidad,39432,46372,22.0,2020-08-12 12:03:34.497,2020-08-18 20:41:07.213,59442.0,97426.0,4.0,1489,47189.0,"40, 733508 Coello, Colombia",74601.0,661843.0,674175.0,1250.0,2020-08-18 20:19:06.0,010000119001,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,CARBON,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130160,59157591,2020-08-13 08:47:17,280064,8.970989999999999,-73.62759,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130161,59173431,2020-08-13 09:42:49,280064,8.663780000000001,-73.65194,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130162,59167460,2020-08-13 09:21:29,280064,8.84658,-73.67267,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130163,59165445,2020-08-13 09:15:18,280064,8.88053,-73.65996,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130164,59163762,2020-08-13 09:09:56,280064,8.93546,-73.63509,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130165,59158959,2020-08-13 08:53:30,280064,8.94785,-73.62886999999999,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130166,59162435,2020-08-13 09:05:04,280064,8.93703,-73.63428,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130167,59169127,2020-08-13 09:26:56,280064,8.796619999999999,-73.68111999999999,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130168,59160808,2020-08-13 08:59:26,280064,8.94128,-73.63176,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130169,59170649,2020-08-13 09:31:33,280064,8.7293,-73.67569,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130170,59171893,2020-08-13 09:36:35,280064,8.687489999999999,-73.66253,0,0,Excesos de velocidad,42466,46372,22.0,2020-08-12 11:53:33.810,2020-08-14 14:58:09.41,59874.0,88731.0,4.0,1490,47189.0,"62-81, 686048 Cimitarra, Colombia",95919.0,1244510.0,1244510.0,1597.0,2020-08-14 13:42:59.0,010000118997,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130171,59167589,2020-08-13 09:22:04,279994,10.7511,-74.09739,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130172,59160738,2020-08-13 08:59:19,279994,10.91779,-74.15884,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130173,59157680,2020-08-13 08:48:41,279994,10.99656,-74.21043,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130174,59170924,2020-08-13 09:32:42,279994,10.68728,-74.15075999999999,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130175,59165474,2020-08-13 09:15:23,279994,10.81805,-74.11653000000001,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130176,59173018,2020-08-13 09:40:28,279994,10.621039999999999,-74.16748,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130177,59163794,2020-08-13 09:10:02,279994,10.85176,-74.13758,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130178,59159077,2020-08-13 08:54:04,279994,10.96167,-74.17472,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130179,59162449,2020-08-13 09:05:04,279994,10.89685,-74.15358,0,0,Excesos de velocidad,42458,46372,22.0,2020-08-12 09:59:20.693,2020-08-14 12:07:22.993,59517.0,97501.0,4.0,1490,47189.0,"Carrera 18A 21 N-114, 680001 Bucaramanga, Colombia",95043.0,1080267.0,1080267.0,1583.0,2020-08-14 11:06:22.0,010000118984,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,GRANO,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
1130180,59162780,2020-08-13 09:06:39,279928,10.83637,-74.77156,0,0,Excesos de velocidad,7913,27955,22.0,2020-08-12 08:06:38.400,2020-08-14 15:17:23.65,66109.0,106971.0,9.0,1331,37287.0,"Calle 2A 12-72, 232540 Sahagún, Colombia",52695.0,534285.0,534285.0,876.0,2020-08-14 15:18:41.0,8123025574,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
1130181,59157658,2020-08-13 08:48:40,279928,10.92245,-74.77699,0,0,Excesos de velocidad,7913,27955,22.0,2020-08-12 08:06:38.400,2020-08-14 15:17:23.65,66109.0,106971.0,9.0,1331,37287.0,"Calle 2A 12-72, 232540 Sahagún, Colombia",52695.0,534285.0,534285.0,876.0,2020-08-14 15:18:41.0,8123025574,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
1130182,59159204,2020-08-13 08:54:29,279928,10.909139999999999,-74.77149,0,0,Excesos de velocidad,7913,27955,22.0,2020-08-12 08:06:38.400,2020-08-14 15:17:23.65,66109.0,106971.0,9.0,1331,37287.0,"Calle 2A 12-72, 232540 Sahagún, Colombia",52695.0,534285.0,534285.0,876.0,2020-08-14 15:18:41.0,8123025574,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
1130183,59166464,2020-08-13 09:18:41,279928,10.7598,-74.75986999999999,0,0,Excesos de velocidad,7913,27955,22.0,2020-08-12 08:06:38.400,2020-08-14 15:17:23.65,66109.0,106971.0,9.0,1331,37287.0,"Calle 2A 12-72, 232540 Sahagún, Colombia",52695.0,534285.0,534285.0,876.0,2020-08-14 15:18:41.0,8123025574,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
1130184,59160722,2020-08-13 08:59:18,279928,10.93143,-74.78381999999999,0,0,Excesos de velocidad,7913,27955,22.0,2020-08-12 08:06:38.400,2020-08-14 15:17:23.65,66109.0,106971.0,9.0,1331,37287.0,"Calle 2A 12-72, 232540 Sahagún, Colombia",52695.0,534285.0,534285.0,876.0,2020-08-14 15:18:41.0,8123025574,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
1130185,59169131,2020-08-13 09:26:57,279928,10.71092,-74.75193,0,0,Excesos de velocidad,7913,27955,22.0,2020-08-12 08:06:38.400,2020-08-14 15:17:23.65,66109.0,106971.0,9.0,1331,37287.0,"Calle 2A 12-72, 232540 Sahagún, Colombia",52695.0,534285.0,534285.0,876.0,2020-08-14 15:18:41.0,8123025574,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
1130186,59173325,2020-08-13 09:42:27,279928,10.57536,-74.78921,0,0,Excesos de velocidad,7913,27955,22.0,2020-08-12 08:06:38.400,2020-08-14 15:17:23.65,66109.0,106971.0,9.0,1331,37287.0,"Calle 2A 12-72, 232540 Sahagún, Colombia",52695.0,534285.0,534285.0,876.0,2020-08-14 15:18:41.0,8123025574,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
1130187,59170687,2020-08-13 09:31:44,279928,10.660060000000001,-74.76056,0,0,Excesos de velocidad,7913,27955,22.0,2020-08-12 08:06:38.400,2020-08-14 15:17:23.65,66109.0,106971.0,9.0,1331,37287.0,"Calle 2A 12-72, 232540 Sahagún, Colombia",52695.0,534285.0,534285.0,876.0,2020-08-14 15:18:41.0,8123025574,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
1130188,59163145,2020-08-13 09:07:34,279417,10.35319,-75.48977,0,0,Excesos de velocidad,28442,11132,22.0,2020-08-11 13:36:54.897,2020-08-18 07:32:17.713,37476.0,46840.0,4.0,1187,23044.0,"Diagonal 30 Sur Carrera 5-98, 250052 Soacha, Colombia",109511.0,1106588.0,1106468.0,1824.0,2020-08-18 07:18:14.0,4057446,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
1130189,59159658,2020-08-13 08:55:58,279417,10.352960000000001,-75.49003,0,0,Excesos de velocidad,28442,11132,22.0,2020-08-11 13:36:54.897,2020-08-18 07:32:17.713,37476.0,46840.0,4.0,1187,23044.0,"Diagonal 30 Sur Carrera 5-98, 250052 Soacha, Colombia",109511.0,1106588.0,1106468.0,1824.0,2020-08-18 07:18:14.0,4057446,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
1130190,59166659,2020-08-13 09:19:10,279417,10.35324,-75.48969,0,0,Excesos de velocidad,28442,11132,22.0,2020-08-11 13:36:54.897,2020-08-18 07:32:17.713,37476.0,46840.0,4.0,1187,23044.0,"Diagonal 30 Sur Carrera 5-98, 250052 Soacha, Colombia",109511.0,1106588.0,1106468.0,1824.0,2020-08-18 07:18:14.0,4057446,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
1130191,59164797,2020-08-13 09:12:50,279417,10.35281,-75.49011999999999,0,0,Excesos de velocidad,28442,11132,22.0,2020-08-11 13:36:54.897,2020-08-18 07:32:17.713,37476.0,46840.0,4.0,1187,23044.0,"Diagonal 30 Sur Carrera 5-98, 250052 Soacha, Colombia",109511.0,1106588.0,1106468.0,1824.0,2020-08-18 07:18:14.0,4057446,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
1130192,59158202,2020-08-13 08:50:37,279417,10.35484,-75.49764,0,0,Excesos de velocidad,28442,11132,22.0,2020-08-11 13:36:54.897,2020-08-18 07:32:17.713,37476.0,46840.0,4.0,1187,23044.0,"Diagonal 30 Sur Carrera 5-98, 250052 Soacha, Colombia",109511.0,1106588.0,1106468.0,1824.0,2020-08-18 07:18:14.0,4057446,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
1130193,59161845,2020-08-13 09:02:26,279417,10.35321,-75.4898,0,0,Excesos de velocidad,28442,11132,22.0,2020-08-11 13:36:54.897,2020-08-18 07:32:17.713,37476.0,46840.0,4.0,1187,23044.0,"Diagonal 30 Sur Carrera 5-98, 250052 Soacha, Colombia",109511.0,1106588.0,1106468.0,1824.0,2020-08-18 07:18:14.0,4057446,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
1130194,59157593,2020-08-13 08:47:18,279251,9.63735,-73.63898,0,0,Excesos de velocidad,7738,27955,22.0,2020-08-11 08:17:37.023,2020-08-13 18:02:49.327,53532.0,109890.0,9.0,1339,37243.0,"49, 203027 La Jagua de Ibirico, Colombia",122911.0,1326262.0,1326262.0,2048.0,2020-08-13 18:01:47.0,202015868,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,INSUMOS,TRANSPORTE DE CARGA SOLIDA,8
1130195,59173000,2020-08-13 09:40:26,279251,9.60768,-73.61273,0,0,Excesos de velocidad,7738,27955,22.0,2020-08-11 08:17:37.023,2020-08-13 18:02:49.327,53532.0,109890.0,9.0,1339,37243.0,"49, 203027 La Jagua de Ibirico, Colombia",122911.0,1326262.0,1326262.0,2048.0,2020-08-13 18:01:47.0,202015868,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,INSUMOS,TRANSPORTE DE CARGA SOLIDA,8
1130196,59160468,2020-08-13 08:58:54,279251,9.607660000000001,-73.61270999999999,0,0,Excesos de velocidad,7738,27955,22.0,2020-08-11 08:17:37.023,2020-08-13 18:02:49.327,53532.0,109890.0,9.0,1339,37243.0,"49, 203027 La Jagua de Ibirico, Colombia",122911.0,1326262.0,1326262.0,2048.0,2020-08-13 18:01:47.0,202015868,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,INSUMOS,TRANSPORTE DE CARGA SOLIDA,8
1130197,59158740,2020-08-13 08:52:33,279251,9.63734,-73.639,0,0,Excesos de velocidad,7738,27955,22.0,2020-08-11 08:17:37.023,2020-08-13 18:02:49.327,53532.0,109890.0,9.0,1339,37243.0,"49, 203027 La Jagua de Ibirico, Colombia",122911.0,1326262.0,1326262.0,2048.0,2020-08-13 18:01:47.0,202015868,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,INSUMOS,TRANSPORTE DE CARGA SOLIDA,8
1130198,59167306,2020-08-13 09:21:12,279251,9.607669999999999,-73.61272,0,0,Excesos de velocidad,7738,27955,22.0,2020-08-11 08:17:37.023,2020-08-13 18:02:49.327,53532.0,109890.0,9.0,1339,37243.0,"49, 203027 La Jagua de Ibirico, Colombia",122911.0,1326262.0,1326262.0,2048.0,2020-08-13 18:01:47.0,202015868,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,INSUMOS,TRANSPORTE DE CARGA SOLIDA,8
1130199,59170910,2020-08-13 09:32:42,279251,9.607669999999999,-73.61273,0,0,Excesos de velocidad,7738,27955,22.0,2020-08-11 08:17:37.023,2020-08-13 18:02:49.327,53532.0,109890.0,9.0,1339,37243.0,"49, 203027 La Jagua de Ibirico, Colombia",122911.0,1326262.0,1326262.0,2048.0,2020-08-13 18:01:47.0,202015868,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,INSUMOS,TRANSPORTE DE CARGA SOLIDA,8
1130200,59165439,2020-08-13 09:15:18,279251,9.607660000000001,-73.61272,0,0,Excesos de velocidad,7738,27955,22.0,2020-08-11 08:17:37.023,2020-08-13 18:02:49.327,53532.0,109890.0,9.0,1339,37243.0,"49, 203027 La Jagua de Ibirico, Colombia",122911.0,1326262.0,1326262.0,2048.0,2020-08-13 18:01:47.0,202015868,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,INSUMOS,TRANSPORTE DE CARGA SOLIDA,8
1130201,59163792,2020-08-13 09:10:02,279251,9.607660000000001,-73.61270999999999,0,0,Excesos de velocidad,7738,27955,22.0,2020-08-11 08:17:37.023,2020-08-13 18:02:49.327,53532.0,109890.0,9.0,1339,37243.0,"49, 203027 La Jagua de Ibirico, Colombia",122911.0,1326262.0,1326262.0,2048.0,2020-08-13 18:01:47.0,202015868,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,INSUMOS,TRANSPORTE DE CARGA SOLIDA,8
